compteur_id,date_mesure,consommation,type_energie,unite
EAU_002,2025-02-13 01:00:00,2.145,eau,m3
EAU_002,2025-02-13 02:00:00,4.933,eau,m3
EAU_002,2025-02-13 03:00:00,4.21,eau,m3
EAU_002,2025-02-13 04:00:00,4.537,eau,m3
EAU_002,2025-02-13 05:00:00,0.204,eau,m3
EAU_002,2025-02-13 06:00:00,3.987,eau,m3
EAU_002,2025-02-13 07:00:00,0.957,eau,m3
EAU_002,2025-02-13 08:00:00,4.799,eau,m3
EAU_002,2025-02-13 09:00:00,4.582,eau,m3
EAU_002,2025-02-13 10:00:00,4.055,eau,m3
EAU_002,2025-02-13 11:00:00,1.681,eau,m3
EAU_002,2025-02-13 12:00:00,3.358,eau,m3
EAU_002,2025-02-13 13:00:00,3.239,eau,m3
EAU_002,2025-02-13 14:00:00,2.783,eau,m3
EAU_002,2025-02-13 15:00:00,3.569,eau,m3
EAU_002,2025-02-13 16:00:00,3.394,eau,m3
EAU_002,2025-02-13 17:00:00,0.687,eau,m3
EAU_002,2025-02-13 18:00:00,4.728,eau,m3
EAU_002,2025-02-13 19:00:00,3.767,eau,m3
EAU_002,2025-02-13 20:00:00,0.771,eau,m3
EAU_002,2025-02-13 21:00:00,4.475,eau,m3
EAU_002,2025-02-13 22:00:00,3.832,eau,m3
EAU_002,2025-02-13 23:00:00,1.927,eau,m3
EAU_002,2025-02-14 00:00:00,3.483,eau,m3
EAU_002,2025-02-14 01:00:00,4.5,eau,m3
EAU_002,2025-02-14 02:00:00,0.413,eau,m3
EAU_002,2025-02-14 03:00:00,-4.59,eau,m3
EAU_002,2025-02-14 04:00:00,4.085,eau,m3
EAU_002,2025-02-14 05:00:00,0.553,eau,m3
EAU_002,2025-02-14 06:00:00,4.824,eau,m3
EAU_002,2025-02-14 07:00:00,3.574,eau,m3
EAU_002,2025-02-14 08:00:00,1.903,eau,m3
EAU_002,2025-02-14 09:00:00,4.692,eau,m3
EAU_002,2025-02-14 10:00:00,3.488,eau,m3
EAU_002,2025-02-14 11:00:00,1.577,eau,m3
EAU_002,2025-02-14 12:00:00,3.572,eau,m3
EAU_002,2025-02-14 13:00:00,4.644,eau,m3
EAU_002,2025-02-14 14:00:00,2.238,eau,m3
EAU_002,2025-02-14 15:00:00,1.776,eau,m3
EAU_002,2025-02-14 16:00:00,1.788,eau,m3
EAU_002,2025-02-14 17:00:00,1.916,eau,m3
EAU_002,2025-02-14 18:00:00,0.981,eau,m3
EAU_002,2025-02-14 19:00:00,3.951,eau,m3
EAU_002,2025-02-14 20:00:00,1.371,eau,m3
EAU_002,2025-02-14 21:00:00,3.266,eau,m3
EAU_002,2025-02-14 22:00:00,1.14,eau,m3
EAU_002,2025-02-14 23:00:00,1.656,eau,m3
EAU_002,2025-02-15 00:00:00,0.871,eau,m3
EAU_002,2025-02-15 01:00:00,4.804,eau,m3
EAU_002,2025-02-15 02:00:00,3.438,eau,m3
EAU_002,2025-02-15 03:00:00,2.146,eau,m3
EAU_002,2025-02-15 03:00:00,2.146,eau,m3
EAU_002,2025-02-15 04:00:00,0.945,eau,m3
EAU_002,2025-02-15 05:00:00,1.814,eau,m3
EAU_002,2025-02-15 06:00:00,3.508,eau,m3
EAU_002,2025-02-15 07:00:00,0.778,eau,m3
EAU_002,2025-02-15 08:00:00,4.002,eau,m3
EAU_002,2025-02-15 09:00:00,3.739,eau,m3
EAU_002,2025-02-15 10:00:00,4.439,eau,m3
EAU_002,2025-02-15 11:00:00,2.933,eau,m3
EAU_002,2025-02-15 12:00:00,3.378,eau,m3
EAU_002,2025-02-15 13:00:00,3.637,eau,m3
EAU_002,2025-02-15 14:00:00,0.274,eau,m3
EAU_002,2025-02-15 15:00:00,4.642,eau,m3
EAU_002,2025-02-15 16:00:00,1.921,eau,m3
EAU_002,2025-02-15 17:00:00,2.966,eau,m3
EAU_002,2025-02-15 18:00:00,0.796,eau,m3
EAU_002,2025-02-15 19:00:00,3.564,eau,m3
EAU_002,2025-02-15 20:00:00,3.188,eau,m3
EAU_002,2025-02-15 21:00:00,3.471,eau,m3
EAU_002,2025-02-15 22:00:00,0.843,eau,m3
EAU_002,2025-02-15 23:00:00,0.644,eau,m3
EAU_002,2025-02-16 00:00:00,2.912,eau,m3
EAU_002,2025-02-16 01:00:00,1.659,eau,m3
EAU_002,2025-02-16 02:00:00,2.873,eau,m3
EAU_002,2025-02-16 03:00:00,4.085,eau,m3
EAU_002,2025-02-16 04:00:00,3.942,eau,m3
EAU_002,2025-02-16 05:00:00,1.079,eau,m3
EAU_002,2025-02-16 06:00:00,2.912,eau,m3
EAU_002,2025-02-16 07:00:00,3.92,eau,m3
EAU_002,2025-02-16 08:00:00,1.994,eau,m3
EAU_002,2025-02-16 09:00:00,2.92,eau,m3
EAU_002,2025-02-16 10:00:00,3.673,eau,m3
EAU_002,2025-02-16 11:00:00,3.315,eau,m3
EAU_002,2025-02-16 12:00:00,2.616,eau,m3
EAU_002,2025-02-16 13:00:00,2.518,eau,m3
EAU_002,2025-02-16 14:00:00,1.461,eau,m3
EAU_002,2025-02-16 15:00:00,3.053,eau,m3
EAU_002,2025-02-16 16:00:00,4.251,eau,m3
EAU_002,2025-02-16 17:00:00,1.553,eau,m3
EAU_002,2025-02-16 18:00:00,0.569,eau,m3
EAU_002,2025-02-16 19:00:00,0.92,eau,m3
EAU_002,2025-02-16 20:00:00,3.199,eau,m3
EAU_002,2025-02-16 21:00:00,2.143,eau,m3
EAU_002,2025-02-16 22:00:00,1.176,eau,m3
EAU_002,2025-02-16 23:00:00,0.788,eau,m3
EAU_002,2025-02-17 00:00:00,3.754,eau,m3
EAU_002,2025-02-17 01:00:00,1.45,eau,m3
EAU_002,2025-02-17 02:00:00,0.713,eau,m3
EAU_002,2025-02-17 03:00:00,0.571,eau,m3
EAU_002,2025-02-17 04:00:00,2.363,eau,m3
EAU_002,2025-02-17 05:00:00,1.895,eau,m3
EAU_002,2025-02-17 06:00:00,3.246,eau,m3
EAU_002,2025-02-17 07:00:00,4.626,eau,m3
EAU_002,2025-02-17 08:00:00,2.809,eau,m3
EAU_002,2025-02-17 09:00:00,1.751,eau,m3
EAU_002,2025-02-17 10:00:00,1.248,eau,m3
EAU_002,2025-02-17 11:00:00,2.022,eau,m3
EAU_002,2025-02-17 12:00:00,2.381,eau,m3
EAU_002,2025-02-17 13:00:00,1.789,eau,m3
EAU_002,2025-02-17 14:00:00,2.562,eau,m3
EAU_002,2025-02-17 15:00:00,3.665,eau,m3
EAU_002,2025-02-17 16:00:00,1.582,eau,m3
EAU_002,2025-02-17 17:00:00,3.098,eau,m3
EAU_002,2025-02-17 18:00:00,0.723,eau,m3
EAU_002,2025-02-17 19:00:00,3.319,eau,m3
EAU_002,2025-02-17 20:00:00,2.757,eau,m3
EAU_002,2025-02-17 21:00:00,1.435,eau,m3
EAU_002,2025-02-17 22:00:00,0.242,eau,m3
EAU_002,2025-02-17 23:00:00,2.727,eau,m3
EAU_002,2025-02-18 00:00:00,4.085,eau,m3
EAU_002,2025-02-18 01:00:00,1.215,eau,m3
EAU_002,2025-02-18 02:00:00,1.173,eau,m3
EAU_002,2025-02-18 03:00:00,2.121,eau,m3
EAU_002,2025-02-18 04:00:00,4.946,eau,m3
EAU_002,2025-02-18 05:00:00,0.644,eau,m3
EAU_002,2025-02-18 06:00:00,,eau,m3
EAU_002,2025-02-18 07:00:00,3.326,eau,m3
EAU_002,2025-02-18 08:00:00,1.977,eau,m3
EAU_002,2025-02-18 09:00:00,1.108,eau,m3
EAU_002,2025-02-18 10:00:00,3.793,eau,m3
EAU_002,2025-02-18 11:00:00,3.984,eau,m3
EAU_002,2025-02-18 12:00:00,0.996,eau,m3
EAU_002,2025-02-18 13:00:00,1.261,eau,m3
EAU_002,2025-02-18 14:00:00,0.348,eau,m3
EAU_002,2025-02-18 15:00:00,3.958,eau,m3
EAU_002,2025-02-18 16:00:00,2.409,eau,m3
EAU_002,2025-02-18 17:00:00,3.104,eau,m3
EAU_002,2025-02-18 18:00:00,1.967,eau,m3
EAU_002,2025-02-18 19:00:00,0.613,eau,m3
EAU_002,2025-02-18 20:00:00,1.558,eau,m3
EAU_002,2025-02-18 21:00:00,3.289,eau,m3
EAU_002,2025-02-18 22:00:00,1.343,eau,m3
EAU_002,2025-02-18 23:00:00,2.991,eau,m3
EAU_002,2025-02-19 00:00:00,1.975,eau,m3
EAU_002,2025-02-19 01:00:00,2.457,eau,m3
EAU_002,2025-02-19 02:00:00,0.865,eau,m3
EAU_002,2025-02-19 03:00:00,3.082,eau,m3
EAU_002,2025-02-19 04:00:00,0.792,eau,m3
EAU_002,2025-02-19 05:00:00,4.733,eau,m3
EAU_002,2025-02-19 06:00:00,3.468,eau,m3
EAU_002,2025-02-19 07:00:00,3.768,eau,m3
EAU_002,2025-02-19 08:00:00,0.746,eau,m3
EAU_002,2025-02-19 09:00:00,1.375,eau,m3
EAU_002,2025-02-19 10:00:00,3.085,eau,m3
EAU_002,2025-02-19 11:00:00,5917.968,eau,m3
EAU_002,2025-02-19 12:00:00,0.885,eau,m3
EAU_002,2025-02-19 13:00:00,2.181,eau,m3
EAU_002,2025-02-19 14:00:00,1.243,eau,m3
EAU_002,2025-02-19 15:00:00,0.655,eau,m3
EAU_002,2025-02-19 16:00:00,4.553,eau,m3
EAU_002,2025-02-19 17:00:00,0.439,eau,m3
EAU_002,2025-02-19 18:00:00,3.782,eau,m3
EAU_002,2025-02-19 19:00:00,0.31,eau,m3
EAU_002,2025-02-19 20:00:00,4.052,eau,m3
EAU_002,2025-02-19 21:00:00,3.87,eau,m3
EAU_002,2025-02-19 22:00:00,0.488,eau,m3
EAU_002,2025-02-19 23:00:00,2.698,eau,m3
EAU_002,2025-02-20 00:00:00,2.277,eau,m3
EAU_002,2025-02-20 01:00:00,1.459,eau,m3
EAU_002,2025-02-20 02:00:00,2.5,eau,m3
EAU_002,2025-02-20 03:00:00,1.015,eau,m3
EAU_002,2025-02-20 04:00:00,0.869,eau,m3
EAU_002,2025-02-20 05:00:00,3.836,eau,m3
EAU_002,2025-02-20 06:00:00,4.942,eau,m3
EAU_002,2025-02-20 07:00:00,0.248,eau,m3
EAU_002,2025-02-20 08:00:00,3.136,eau,m3
EAU_002,2025-02-20 09:00:00,2.511,eau,m3
EAU_002,2025-02-20 10:00:00,2.67,eau,m3
EAU_002,2025-02-20 11:00:00,4.311,eau,m3
EAU_002,2025-02-20 12:00:00,2.191,eau,m3
EAU_002,2025-02-20 13:00:00,4.369,eau,m3
EAU_002,2025-02-20 14:00:00,0.54,eau,m3
EAU_002,2025-02-20 15:00:00,3.479,eau,m3
EAU_002,2025-02-20 16:00:00,0.882,eau,m3
EAU_002,2025-02-20 17:00:00,4.159,eau,m3
EAU_002,2025-02-20 18:00:00,4.63,eau,m3
EAU_002,2025-02-20 19:00:00,1.752,eau,m3
EAU_002,2025-02-20 20:00:00,4.971,eau,m3
EAU_002,2025-02-20 21:00:00,3.022,eau,m3
EAU_002,2025-02-20 22:00:00,3.417,eau,m3
EAU_002,2025-02-20 23:00:00,2.977,eau,m3
EAU_002,2025-02-21 00:00:00,1.945,eau,m3
EAU_002,2025-02-21 01:00:00,4.865,eau,m3
EAU_002,2025-02-21 02:00:00,3.29,eau,m3
EAU_002,2025-02-21 03:00:00,4.32,eau,m3
EAU_002,2025-02-21 04:00:00,0.654,eau,m3
EAU_002,2025-02-21 05:00:00,0.456,eau,m3
EAU_002,2025-02-21 06:00:00,2.729,eau,m3
EAU_002,2025-02-21 07:00:00,3.525,eau,m3
EAU_002,2025-02-21 08:00:00,4.547,eau,m3
EAU_002,2025-02-21 09:00:00,2.012,eau,m3
EAU_002,2025-02-21 10:00:00,2.899,eau,m3
EAU_002,2025-02-21 11:00:00,4.444,eau,m3
EAU_002,2025-02-21 12:00:00,0.304,eau,m3
EAU_002,2025-02-21 13:00:00,2.1,eau,m3
EAU_002,2025-02-21 14:00:00,0.743,eau,m3
EAU_002,2025-02-21 15:00:00,0.884,eau,m3
EAU_002,2025-02-21 16:00:00,2.814,eau,m3
EAU_002,2025-02-21 17:00:00,1.232,eau,m3
EAU_002,2025-02-21 18:00:00,4.097,eau,m3
EAU_002,2025-02-21 19:00:00,4.055,eau,m3
EAU_002,2025-02-21 20:00:00,3.527,eau,m3
EAU_002,2025-02-21 21:00:00,4.32,eau,m3
EAU_002,2025-02-21 22:00:00,3.419,eau,m3
EAU_002,2025-02-21 23:00:00,3.189,eau,m3
EAU_002,2025-02-22 00:00:00,0.742,eau,m3
EAU_002,2025-02-22 01:00:00,2.692,eau,m3
EAU_002,2025-02-22 02:00:00,0.813,eau,m3
EAU_002,2025-02-22 03:00:00,2.739,eau,m3
EAU_002,2025-02-22 04:00:00,0.593,eau,m3
EAU_002,2025-02-22 05:00:00,2.499,eau,m3
EAU_002,2025-02-22 06:00:00,2.613,eau,m3
EAU_002,2025-02-22 07:00:00,1.278,eau,m3
EAU_002,2025-02-22 08:00:00,1.765,eau,m3
EAU_002,2025-02-22 09:00:00,1.099,eau,m3
EAU_002,2025-02-22 10:00:00,3.081,eau,m3
EAU_002,2025-02-22 11:00:00,3.767,eau,m3
EAU_002,2025-02-22 12:00:00,1.046,eau,m3
EAU_002,2025-02-22 13:00:00,3.568,eau,m3
EAU_002,2025-02-22 14:00:00,0.846,eau,m3
EAU_002,2025-02-22 15:00:00,2.584,eau,m3
EAU_002,2025-02-22 16:00:00,3.77,eau,m3
EAU_002,2025-02-22 17:00:00,3.561,eau,m3
EAU_002,2025-02-22 18:00:00,0.546,eau,m3
EAU_002,2025-02-22 19:00:00,2.381,eau,m3
EAU_002,2025-02-22 20:00:00,4.09,eau,m3
EAU_002,2025-02-22 21:00:00,3.554,eau,m3
EAU_002,2025-02-22 22:00:00,2.599,eau,m3
EAU_002,2025-02-22 23:00:00,0.909,eau,m3
EAU_002,2025-02-23 00:00:00,4.725,eau,m3
EAU_002,2025-02-23 01:00:00,3.966,eau,m3
EAU_002,2025-02-23 02:00:00,4.309,eau,m3
EAU_002,2025-02-23 02:00:00,4.309,eau,m3
EAU_002,2025-02-23 03:00:00,4.298,eau,m3
EAU_002,2025-02-23 04:00:00,3.326,eau,m3
EAU_002,2025-02-23 05:00:00,1.316,eau,m3
EAU_002,2025-02-23 06:00:00,1.509,eau,m3
EAU_002,2025-02-23 07:00:00,3.877,eau,m3
EAU_002,2025-02-23 08:00:00,4.668,eau,m3
EAU_002,2025-02-23 09:00:00,0.953,eau,m3
EAU_002,2025-02-23 10:00:00,3.623,eau,m3
EAU_002,2025-02-23 11:00:00,0.388,eau,m3
EAU_002,2025-02-23 12:00:00,3.719,eau,m3
EAU_002,2025-02-23 13:00:00,4.388,eau,m3
EAU_002,2025-02-23 14:00:00,1.619,eau,m3
EAU_002,2025-02-23 15:00:00,1.793,eau,m3
EAU_002,2025-02-23 16:00:00,1.899,eau,m3
EAU_002,2025-02-23 17:00:00,2.228,eau,m3
EAU_002,2025-02-23 18:00:00,2.353,eau,m3
EAU_002,2025-02-23 19:00:00,2.629,eau,m3
EAU_002,2025-02-23 20:00:00,0.614,eau,m3
EAU_002,2025-02-23 21:00:00,4.163,eau,m3
EAU_002,2025-02-23 22:00:00,1.903,eau,m3
EAU_002,2025-02-23 23:00:00,2.738,eau,m3
EAU_002,2025-02-24 00:00:00,0.301,eau,m3
EAU_002,2025-02-24 01:00:00,2.198,eau,m3
EAU_002,2025-02-24 02:00:00,4.029,eau,m3
EAU_002,2025-02-24 03:00:00,0.829,eau,m3
EAU_002,2025-02-24 04:00:00,2.379,eau,m3
EAU_002,2025-02-24 05:00:00,2.365,eau,m3
EAU_002,2025-02-24 06:00:00,4.132,eau,m3
EAU_002,2025-02-24 07:00:00,3.527,eau,m3
EAU_002,2025-02-24 08:00:00,4.499,eau,m3
EAU_002,2025-02-24 09:00:00,2.289,eau,m3
EAU_002,2025-02-24 10:00:00,3.242,eau,m3
EAU_002,2025-02-24 11:00:00,3.224,eau,m3
EAU_002,2025-02-24 12:00:00,4.9,eau,m3
EAU_002,2025-02-24 13:00:00,2.837,eau,m3
EAU_002,2025-02-24 14:00:00,2.235,eau,m3
EAU_002,2025-02-24 15:00:00,3.621,eau,m3
EAU_002,2025-02-24 16:00:00,0.584,eau,m3
EAU_002,2025-02-24 17:00:00,3.843,eau,m3
EAU_002,2025-02-24 18:00:00,2.37,eau,m3
EAU_002,2025-02-24 19:00:00,4.807,eau,m3
EAU_002,2025-02-24 20:00:00,1.643,eau,m3
EAU_002,2025-02-24 21:00:00,2.066,eau,m3
EAU_002,2025-02-24 22:00:00,3.161,eau,m3
EAU_002,2025-02-24 23:00:00,3.783,eau,m3
EAU_002,2025-02-25 00:00:00,4.233,eau,m3
EAU_002,2025-02-25 01:00:00,4.441,eau,m3
EAU_002,2025-02-25 02:00:00,0.342,eau,m3
EAU_002,2025-02-25 03:00:00,1.653,eau,m3
EAU_002,2025-02-25 04:00:00,4.246,eau,m3
EAU_002,2025-02-25 05:00:00,2.554,eau,m3
EAU_002,2025-02-25 06:00:00,4.134,eau,m3
EAU_002,2025-02-25 07:00:00,1.561,eau,m3
EAU_002,2025-02-25 08:00:00,0.349,eau,m3
EAU_002,2025-02-25 09:00:00,3.995,eau,m3
EAU_002,2025-02-25 10:00:00,3.671,eau,m3
EAU_002,2025-02-25 11:00:00,4.234,eau,m3
EAU_002,2025-02-25 12:00:00,0.232,eau,m3
EAU_002,2025-02-25 13:00:00,3.15,eau,m3
EAU_002,2025-02-25 14:00:00,1.941,eau,m3
EAU_002,2025-02-25 15:00:00,4.428,eau,m3
EAU_002,2025-02-25 16:00:00,4.67,eau,m3
EAU_002,2025-02-25 17:00:00,3.487,eau,m3
EAU_002,2025-02-25 18:00:00,1.993,eau,m3
EAU_002,2025-02-25 19:00:00,1.596,eau,m3
EAU_002,2025-02-25 20:00:00,4.357,eau,m3
EAU_002,2025-02-25 21:00:00,0.568,eau,m3
EAU_002,2025-02-25 22:00:00,3.899,eau,m3
EAU_002,2025-02-25 23:00:00,0.604,eau,m3
EAU_002,2025-02-26 00:00:00,3.617,eau,m3
EAU_002,2025-02-26 01:00:00,0.395,eau,m3
EAU_002,2025-02-26 02:00:00,3.547,eau,m3
EAU_002,2025-02-26 03:00:00,,eau,m3
EAU_002,2025-02-26 04:00:00,4.068,eau,m3
EAU_002,2025-02-26 05:00:00,4.608,eau,m3
EAU_002,2025-02-26 06:00:00,1.838,eau,m3
EAU_002,2025-02-26 07:00:00,4.691,eau,m3
EAU_002,2025-02-26 08:00:00,3.669,eau,m3
EAU_002,2025-02-26 09:00:00,4.466,eau,m3
EAU_002,2025-02-26 10:00:00,1.514,eau,m3
EAU_002,2025-02-26 11:00:00,3.965,eau,m3
EAU_002,2025-02-26 12:00:00,2.981,eau,m3
EAU_002,2025-02-26 13:00:00,3.207,eau,m3
EAU_002,2025-02-26 14:00:00,4.244,eau,m3
EAU_002,2025-02-26 15:00:00,0.845,eau,m3
EAU_002,2025-02-26 16:00:00,0.641,eau,m3
EAU_002,2025-02-26 17:00:00,0.964,eau,m3
EAU_002,2025-02-26 18:00:00,4.089,eau,m3
EAU_002,2025-02-26 19:00:00,3.53,eau,m3
EAU_002,2025-02-26 20:00:00,0.762,eau,m3
EAU_002,2025-02-26 21:00:00,3.147,eau,m3
EAU_002,2025-02-26 22:00:00,2.896,eau,m3
EAU_002,2025-02-26 23:00:00,3.504,eau,m3
EAU_002,2025-02-27 00:00:00,4.724,eau,m3
EAU_002,2025-02-27 01:00:00,3.192,eau,m3
EAU_002,2025-02-27 02:00:00,0.392,eau,m3
EAU_002,2025-02-27 03:00:00,4.301,eau,m3
EAU_002,2025-02-27 04:00:00,4.591,eau,m3
EAU_002,2025-02-27 05:00:00,2.267,eau,m3
EAU_002,2025-02-27 06:00:00,3.373,eau,m3
EAU_002,2025-02-27 07:00:00,4.475,eau,m3
EAU_002,2025-02-27 08:00:00,4.486,eau,m3
EAU_002,2025-02-27 09:00:00,4.454,eau,m3
EAU_002,2025-02-27 10:00:00,2.989,eau,m3
EAU_002,2025-02-27 11:00:00,2.336,eau,m3
EAU_002,2025-02-27 12:00:00,1.114,eau,m3
EAU_002,2025-02-27 13:00:00,2.65,eau,m3
EAU_002,2025-02-27 14:00:00,3.48,eau,m3
EAU_002,2025-02-27 15:00:00,2.626,eau,m3
EAU_002,2025-02-27 16:00:00,2.137,eau,m3
EAU_002,2025-02-27 17:00:00,1.502,eau,m3
EAU_002,2025-02-27 18:00:00,1.034,eau,m3
EAU_002,2025-02-27 19:00:00,4.544,eau,m3
EAU_002,2025-02-27 20:00:00,3.372,eau,m3
EAU_002,2025-02-27 21:00:00,3.592,eau,m3
EAU_002,2025-02-27 22:00:00,0.265,eau,m3
EAU_002,2025-02-27 23:00:00,0.427,eau,m3
EAU_002,2025-02-28 00:00:00,4.275,eau,m3
EAU_002,2025-02-28 01:00:00,2.547,eau,m3
EAU_002,2025-02-28 02:00:00,3.764,eau,m3
EAU_002,2025-02-28 03:00:00,0.491,eau,m3
EAU_002,2025-02-28 04:00:00,1.253,eau,m3
EAU_002,2025-02-28 05:00:00,1.683,eau,m3
EAU_002,2025-02-28 06:00:00,0.343,eau,m3
EAU_002,2025-02-28 07:00:00,0.295,eau,m3
EAU_002,2025-02-28 08:00:00,1.551,eau,m3
EAU_002,2025-02-28 09:00:00,1.621,eau,m3
EAU_002,2025-02-28 10:00:00,4.061,eau,m3
EAU_002,2025-02-28 11:00:00,0.423,eau,m3
EAU_002,2025-02-28 12:00:00,2.934,eau,m3
EAU_002,2025-02-28 13:00:00,2.572,eau,m3
EAU_002,2025-02-28 14:00:00,2.913,eau,m3
EAU_002,2025-02-28 15:00:00,2.441,eau,m3
EAU_002,2025-02-28 16:00:00,0.857,eau,m3
EAU_002,2025-02-28 17:00:00,2.6,eau,m3
EAU_002,2025-02-28 18:00:00,2.139,eau,m3
EAU_002,2025-02-28 19:00:00,0.633,eau,m3
EAU_002,2025-02-28 20:00:00,0.789,eau,m3
EAU_002,2025-02-28 21:00:00,4.382,eau,m3
EAU_002,2025-02-28 22:00:00,3.366,eau,m3
EAU_002,2025-02-28 23:00:00,1.431,eau,m3
EAU_001,2025-03-01 00:00:00,2.168,eau,m3
EAU_001,2025-03-01 01:00:00,4.905,eau,m3
EAU_001,2025-03-01 02:00:00,2.468,eau,m3
EAU_001,2025-03-01 03:00:00,3.918,eau,m3
EAU_001,2025-03-01 04:00:00,1.176,eau,m3
EAU_001,2025-03-01 05:00:00,0.326,eau,m3
EAU_001,2025-03-01 06:00:00,1.968,eau,m3
EAU_001,2025-03-01 07:00:00,1.069,eau,m3
EAU_001,2025-03-01 08:00:00,1.274,eau,m3
EAU_001,2025-03-01 09:00:00,1.931,eau,m3
EAU_001,2025-03-01 10:00:00,4.322,eau,m3
EAU_001,2025-03-01 11:00:00,1.942,eau,m3
EAU_001,2025-03-01 12:00:00,0.471,eau,m3
EAU_001,2025-03-01 13:00:00,1.314,eau,m3
EAU_001,2025-03-01 14:00:00,0.261,eau,m3
EAU_001,2025-03-01 15:00:00,0.486,eau,m3
EAU_001,2025-03-01 16:00:00,4.988,eau,m3
EAU_001,2025-03-01 17:00:00,0.874,eau,m3
EAU_001,2025-03-01 18:00:00,2.185,eau,m3
EAU_001,2025-03-01 19:00:00,4.355,eau,m3
EAU_001,2025-03-01 20:00:00,3.999,eau,m3
EAU_001,2025-03-01 21:00:00,3.653,eau,m3
EAU_001,2025-03-01 22:00:00,0.326,eau,m3
EAU_001,2025-03-01 23:00:00,4.657,eau,m3
EAU_001,2025-03-02 00:00:00,2.329,eau,m3
EAU_001,2025-03-02 01:00:00,4.194,eau,m3
EAU_001,2025-03-02 02:00:00,2.214,eau,m3
EAU_001,2025-03-02 03:00:00,1.335,eau,m3
EAU_001,2025-03-02 04:00:00,3.762,eau,m3
EAU_001,2025-03-02 05:00:00,2.869,eau,m3
EAU_001,2025-03-02 06:00:00,2.892,eau,m3
EAU_001,2025-03-02 07:00:00,2.686,eau,m3
EAU_001,2025-03-02 08:00:00,0.39,eau,m3
EAU_001,2025-03-02 09:00:00,4.45,eau,m3
EAU_001,2025-03-02 10:00:00,2.724,eau,m3
EAU_001,2025-03-02 11:00:00,2.099,eau,m3
EAU_001,2025-03-02 12:00:00,2.05,eau,m3
EAU_001,2025-03-02 13:00:00,4.069,eau,m3
EAU_001,2025-03-02 14:00:00,3.718,eau,m3
EAU_001,2025-03-02 15:00:00,4.314,eau,m3
EAU_001,2025-03-02 16:00:00,4.713,eau,m3
EAU_001,2025-03-02 17:00:00,0.498,eau,m3
EAU_001,2025-03-02 18:00:00,0.65,eau,m3
EAU_001,2025-03-02 19:00:00,3.691,eau,m3
EAU_001,2025-03-02 20:00:00,2.24,eau,m3
EAU_001,2025-03-02 21:00:00,0.566,eau,m3
EAU_001,2025-03-02 22:00:00,4.966,eau,m3
EAU_001,2025-03-02 23:00:00,4.742,eau,m3
EAU_001,2025-03-03 00:00:00,2.26,eau,m3
EAU_001,2025-03-03 01:00:00,0.604,eau,m3
EAU_001,2025-03-03 02:00:00,1.526,eau,m3
EAU_001,2025-03-03 03:00:00,0.302,eau,m3
EAU_001,2025-03-03 04:00:00,3.902,eau,m3
EAU_001,2025-03-03 05:00:00,2.479,eau,m3
EAU_001,2025-03-03 06:00:00,0.914,eau,m3
EAU_001,2025-03-03 07:00:00,1.028,eau,m3
EAU_001,2025-03-03 08:00:00,1.999,eau,m3
EAU_001,2025-03-03 09:00:00,1.892,eau,m3
EAU_001,2025-03-03 10:00:00,2.144,eau,m3
EAU_001,2025-03-03 11:00:00,0.737,eau,m3
EAU_001,2025-03-03 12:00:00,1.236,eau,m3
EAU_001,2025-03-03 13:00:00,2.356,eau,m3
EAU_001,2025-03-03 14:00:00,3.416,eau,m3
EAU_001,2025-03-03 15:00:00,1.036,eau,m3
EAU_001,2025-03-03 16:00:00,3.645,eau,m3
EAU_001,2025-03-03 17:00:00,0.808,eau,m3
EAU_001,2025-03-03 18:00:00,0.464,eau,m3
EAU_001,2025-03-03 19:00:00,2.443,eau,m3
EAU_001,2025-03-03 20:00:00,4.334,eau,m3
EAU_001,2025-03-03 21:00:00,0.857,eau,m3
EAU_001,2025-03-03 22:00:00,0.824,eau,m3
EAU_001,2025-03-03 23:00:00,1.877,eau,m3
EAU_001,2025-03-04 00:00:00,2.962,eau,m3
EAU_001,2025-03-04 01:00:00,3.066,eau,m3
EAU_001,2025-03-04 02:00:00,2.08,eau,m3
EAU_001,2025-03-04 03:00:00,4.312,eau,m3
EAU_001,2025-03-04 04:00:00,0.78,eau,m3
EAU_001,2025-03-04 05:00:00,4.165,eau,m3
EAU_001,2025-03-04 06:00:00,4.998,eau,m3
EAU_001,2025-03-04 07:00:00,0.797,eau,m3
EAU_001,2025-03-04 08:00:00,3.626,eau,m3
EAU_001,2025-03-04 09:00:00,3.96,eau,m3
EAU_001,2025-03-04 10:00:00,1.816,eau,m3
EAU_001,2025-03-04 11:00:00,3.417,eau,m3
EAU_001,2025-03-04 12:00:00,0.826,eau,m3
EAU_001,2025-03-04 13:00:00,0.477,eau,m3
EAU_001,2025-03-04 14:00:00,1.657,eau,m3
EAU_001,2025-03-04 15:00:00,2.082,eau,m3
EAU_001,2025-03-04 16:00:00,1.96,eau,m3
EAU_001,2025-03-04 17:00:00,1.091,eau,m3
EAU_001,2025-03-04 18:00:00,1.394,eau,m3
EAU_001,2025-03-04 19:00:00,1.265,eau,m3
EAU_001,2025-03-04 20:00:00,0.288,eau,m3
EAU_001,2025-03-04 21:00:00,2.938,eau,m3
EAU_001,2025-03-04 22:00:00,1.24,eau,m3
EAU_001,2025-03-04 23:00:00,0.262,eau,m3
EAU_001,2025-03-05 00:00:00,4.29,eau,m3
