id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG01,BAT018,2025-01-21,916,0.15
REG03,BAT023,2025-01-13,833,0.6
REG02,BAT035,2025-01-01,1635,0.24
REG03,BAT038,2025-01-18,2108,0.77
REG01,BAT033,2025-01-24,1547,0.63
REG05,BAT007,2025-01-19,3000,0.68
REG01,BAT025,2025-01-08,2874,
REG04,BAT035,2025-01-18,2950,0.63
REG03,BAT020,2025-01-14,1189,0.32
REG04,BAT031,2025-01-03,1079,0.39
REG02,BAT005,2025-01-12,354,0.15
REG01,BAT028,2025-01-13,2875,0.18
REG04,BAT038,2025-01-13,421,0.49
REG05,BAT007,2025-01-11,891,0.15
REG01,BAT008,2025-01-13,2237,0.76
REG05,BAT038,2025-01-29,387,0.88
REG05,BAT024,2025-01-17,2027,0.32
REG05,BAT015,2025-01-16,1627,0.78
REG02,BAT023,2025-01-01,973,0.3
REG03,BAT040,2025-01-09,484,0.42
REG01,BAT011,2025-01-02,926,0.68
REG01,BAT029,2025-01-18,2363,0.28
REG01,BAT034,2025-01-13,1745,0.63
REG05,BAT008,2025-01-07,2449,0.37
REG03,BAT036,2025-01-23,1256,0.13
REG03,BAT030,2025-01-03,2302,0.81
REG02,BAT030,2025-01-15,1264,0.29
REG02,BAT007,2025-01-24,1150,0.57
REG04,BAT021,2025-01-29,178,0.15
REG05,BAT029,2025-01-30,332,0.34
REG05,BAT025,2025-01-12,1170,0.81
REG04,BAT003,2025-01-07,1830,0.37
REG01,BAT024,2025-01-29,2789,0.19
REG03,BAT011,2025-01-26,812,0.11
REG04,BAT004,2025-01-29,2919,0.66
REG05,BAT032,2025-01-26,2504,0.47
REG03,BAT022,2025-01-29,1134,0.11
REG04,BAT018,2025-01-25,2477,0.66
REG01,BAT019,2025-01-24,857,0.78
REG02,BAT014,2025-01-26,2528,0.68
REG01,BAT005,2025-01-22,1004,0.6
REG03,BAT018,2025-01-03,2911,0.24
REG04,BAT015,2025-01-24,250,0.33
REG02,BAT010,2025-01-17,1283,0.68
REG02,BAT040,2025-01-16,2443,0.46
REG01,BAT022,2025-01-02,338,0.87
REG04,BAT018,2025-01-07,245,0.37
REG02,BAT036,2025-01-19,2227,0.13
REG01,BAT003,2025-01-26,2413,0.76
REG02,BAT005,2025-01-05,1677,0.77
REG04,BAT013,2025-01-04,2911,0.61
REG05,BAT040,2025-01-06,2871,0.49
REG05,BAT035,2025-01-07,1317,0.4
REG04,BAT004,2025-01-27,1487,0.46
REG02,BAT029,2025-01-26,1825,0.37
REG01,BAT032,2025-01-20,2681,0.35
REG03,BAT005,2025-01-02,258,0.16
REG03,BAT013,2025-01-23,1477,0.85
REG01,BAT034,2025-01-05,1274,0.72
REG03,BAT033,2025-01-09,926,0.14
REG01,BAT006,2025-01-30,838,0.9
REG03,BAT028,2025-01-29,879,0.2
REG02,BAT037,2025-01-12,872,0.55
REG02,BAT040,2025-01-08,826,0.44
REG04,BAT028,2025-01-26,2646,0.26
REG01,BAT017,2025-01-12,2962,0.37
REG01,BAT015,2025-01-15,2214,0.77
REG05,BAT039,2025-01-02,2896,0.48
REG02,BAT009,2025-01-05,1296,0.41
REG04,BAT030,2025-01-13,221,0.65
REG05,BAT024,2025-01-15,2214,0.55
REG03,BAT038,2025-01-10,966,0.58
REG03,BAT040,2025-01-22,799,0.77
REG03,BAT018,2025-01-18,2475,0.34
REG02,BAT027,2025-01-09,1015,0.58
REG02,BAT026,2025-01-05,,0.89
REG05,BAT026,2025-01-13,598,0.11
REG01,BAT010,2025-01-17,2584,0.15
REG05,BAT014,2025-01-24,1374,0.35
REG01,BAT013,2025-01-06,1818,0.81
REG05,BAT018,2025-01-07,606,0.82
REG02,BAT024,2025-01-09,1399,0.14
REG04,BAT024,2025-01-16,2873,0.41
REG01,BAT007,2025-01-19,2042,0.89
REG04,BAT035,2025-01-30,501,0.34
REG05,BAT033,2025-01-04,950,0.82
REG02,BAT025,2025-01-08,2201,0.67
REG04,BAT017,2025-01-09,1190,0.13
REG04,BAT009,2025-01-30,671,0.35
REG03,BAT005,2025-01-07,1590,0.73
REG04,BAT008,2025-01-17,1853,0.16
REG02,BAT025,2025-01-14,1923,0.53
REG04,BAT005,2025-01-11,1492,0.71
REG01,BAT007,2025-01-11,2975,0.43
REG04,BAT034,2025-01-15,2162,0.16
REG02,BAT019,2025-01-22,2961,0.53
REG01,BAT007,2025-01-17,2539,0.45
REG01,BAT035,2025-01-25,420,0.7
REG03,BAT029,2025-01-26,2324,0.48
REG01,BAT035,2025-01-18,911,0.78
REG03,BAT005,2025-01-09,2681,0.62
REG02,BAT011,2025-01-23,1837,0.7
REG05,BAT001,2025-01-04,2623,0.77
REG03,BAT017,2025-01-02,361,0.71
REG04,BAT006,2025-01-02,,0.85
REG04,BAT005,2025-01-19,1455,0.25
REG01,BAT005,2025-01-09,2981,0.4
REG05,BAT002,2025-01-07,1443,0.36
REG01,BAT035,2025-01-10,542,0.72
REG05,BAT029,2025-01-25,1503,0.17
REG03,BAT017,2025-01-26,2696,0.37
REG02,BAT012,2025-01-15,935,0.29
REG04,BAT003,2025-01-12,2390,0.85
REG05,BAT017,2025-01-26,225,0.71
REG03,BAT016,2025-01-01,2650,0.51
REG01,BAT021,2025-01-22,1303,0.31
REG03,BAT031,2025-01-22,132,0.1
REG05,BAT039,2025-01-22,1034,0.29
REG02,BAT031,2025-01-30,2796,0.53
REG01,BAT009,2025-01-21,166,0.16
REG04,BAT006,2025-01-15,848,0.81
REG05,BAT009,2025-01-07,849,0.12
REG02,BAT029,2025-01-17,1533,0.57
REG04,BAT011,2025-01-09,428,0.25
REG01,BAT013,2025-01-24,1910,0.77
REG05,BAT037,2025-01-04,1235,0.47
REG02,BAT019,2025-01-08,2600,0.38
REG03,BAT029,2025-01-22,2867,0.52
REG04,BAT003,2025-01-04,2929,0.35
REG01,BAT004,2025-01-13,804,0.56
REG02,BAT033,2025-01-01,592,0.18
REG03,BAT027,2025-01-04,1248,0.51
REG05,BAT038,2025-01-19,750,0.13
REG04,BAT039,2025-01-13,1649,0.25
REG05,BAT019,2025-01-10,481,0.22
REG05,BAT019,2025-01-12,106,0.38
REG03,BAT027,2025-01-20,1013,0.25
REG04,BAT007,2025-01-15,1277,0.25
REG04,BAT012,2025-01-01,1518,0.14
REG05,BAT006,2025-01-22,1760,0.22
REG03,BAT010,2025-01-14,920,0.1
REG05,BAT018,2025-01-27,2768,0.75
REG03,BAT022,2025-01-25,1708,0.83
REG03,BAT001,2025-01-16,2402,0.39
REG03,BAT022,2025-01-24,1592,0.25
REG01,BAT007,2025-01-18,2065,0.63
REG05,BAT018,2025-01-03,2969,0.79
REG01,BAT028,2025-01-03,2560,0.17
REG05,BAT015,2025-01-07,2219,0.73
REG01,BAT027,2025-01-24,2623,0.78
REG01,BAT004,2025-01-13,1175,0.69
REG02,BAT010,2025-01-06,1399,0.64
REG05,BAT013,2025-01-06,1607,0.56
REG01,BAT037,2025-01-18,961,0.16
REG01,BAT026,2025-01-20,1818,0.82
REG01,BAT023,2025-01-29,1881,0.4
REG02,BAT023,2025-01-27,2944,0.38
REG03,BAT027,2025-01-04,2348,0.39
REG02,BAT039,2025-01-03,2244,0.37
REG02,BAT034,2025-01-08,2361,0.36
REG05,BAT032,2025-01-02,375,0.88
REG05,BAT012,2025-01-03,411,0.2
REG01,BAT028,2025-01-16,1642,0.25
REG01,BAT017,2025-01-16,2776,0.48
REG05,BAT028,2025-01-25,2834,0.22
REG03,BAT035,2025-01-20,617,0.17
REG03,BAT020,2025-01-08,2662,0.62
REG04,BAT025,2025-01-28,1254,0.81
REG01,BAT037,2025-01-13,463,0.23
REG05,BAT022,2025-01-21,1717,0.24
REG05,BAT022,2025-01-15,1896,0.48
REG01,BAT035,2025-01-16,1026,0.41
REG01,BAT007,2025-01-12,1618,0.87
REG05,BAT037,2025-01-28,1234,0.72
REG03,BAT003,2025-01-19,1337,0.73
REG05,BAT032,2025-01-29,802,0.25
REG02,BAT034,2025-01-13,1394,0.26
REG04,BAT026,2025-01-12,849,0.53
REG02,BAT004,2025-01-20,1065,0.51
REG01,BAT040,2025-01-22,2162,0.29
REG02,BAT010,2025-01-05,1706,0.51
REG05,BAT019,2025-01-02,1263,0.9
REG03,BAT016,2025-01-23,734,0.66
REG04,BAT038,2025-01-10,629,0.37
REG03,BAT034,2025-01-05,2475,0.43
REG05,BAT002,2025-01-12,1997,0.87
REG01,BAT015,2025-01-27,315,0.48
REG02,BAT015,2025-01-30,567,0.65
REG04,BAT007,2025-01-29,2639,0.29
REG03,BAT016,2025-01-10,431,0.88
REG01,BAT017,2025-01-11,471,0.47
REG04,BAT001,2025-01-03,1093,0.89
REG02,BAT033,2025-01-15,953,0.66
REG02,BAT013,2025-01-30,1454,0.82
REG05,BAT009,2025-01-11,,0.31
REG01,BAT005,2025-01-21,826,0.66
REG04,BAT011,2025-01-10,134,0.77
REG01,BAT039,2025-01-07,1186,0.23
REG04,BAT007,2025-01-15,1527,0.17
REG01,BAT011,2025-01-14,1382,0.77
REG03,BAT033,2025-01-18,2088,0.78
REG01,BAT017,2025-01-06,1229,0.67
REG03,BAT018,2025-01-30,1231,0.65
REG02,BAT003,2025-01-04,857,0.4
REG02,BAT009,2025-01-04,512,0.17
REG02,BAT013,2025-01-25,2395,0.14
REG04,BAT037,2025-01-18,341,0.4
REG01,BAT013,2025-01-21,1965,0.81
REG02,BAT017,2025-01-05,968,0.59
REG02,BAT003,2025-01-26,289,0.16
REG05,BAT031,2025-01-25,1762,0.1
REG02,BAT014,2025-01-06,1608,0.19
REG02,BAT037,2025-01-04,465,0.55
REG01,BAT025,2025-01-08,1488,0.23
REG02,BAT018,2025-01-10,,0.6
REG03,BAT014,2025-01-07,938,0.12
REG05,BAT003,2025-01-23,1722,0.55
REG03,BAT004,2025-01-22,2112,0.27
REG04,BAT019,2025-01-10,2953,0.71
REG01,BAT017,2025-01-06,429,0.9
REG01,BAT020,2025-01-14,2354,0.29
REG02,BAT008,2025-01-13,563,0.81
REG01,BAT001,2025-01-01,322,0.85
REG01,BAT031,2025-01-27,2214,0.67
REG01,BAT036,2025-01-25,468,0.34
REG04,BAT012,2025-01-20,2732,0.42
REG04,BAT028,2025-01-16,2294,0.24
REG05,BAT025,2025-01-30,1202,0.59
REG05,BAT010,2025-01-02,2822,0.43
REG02,BAT009,2025-01-10,2088,0.6
REG03,BAT005,2025-01-21,830,0.22
REG02,BAT023,2025-01-09,791,0.64
REG05,BAT007,2025-01-15,2295,0.58
REG01,BAT020,2025-01-08,317,0.27
REG04,BAT030,2025-01-18,1554,0.83
REG04,BAT001,2025-01-21,1178,0.54
REG05,BAT036,2025-01-30,187,0.1
REG01,BAT006,2025-01-05,566,0.79
REG02,BAT007,2025-01-15,824,0.22
REG02,BAT022,2025-01-23,406,0.64
REG01,BAT001,2025-01-27,326,0.54
REG03,BAT020,2025-01-08,2793,0.56
REG02,BAT009,2025-01-15,560,0.83
REG05,BAT020,2025-01-27,266,0.63
REG01,BAT008,2025-01-11,2621,0.43
REG03,BAT021,2025-01-28,2514,0.11
REG05,BAT036,2025-01-24,1566,0.22
REG01,BAT026,2025-01-04,2570,0.87
REG03,BAT018,2025-01-12,259,0.18
REG01,BAT006,2025-01-10,1994,0.36
REG04,BAT001,2025-01-10,1857,0.54
REG03,BAT030,2025-01-12,973,0.44
REG01,BAT020,2025-01-23,2080,0.66
REG03,BAT007,2025-01-25,2204,0.89
REG04,BAT038,2025-01-16,911,0.64
REG05,BAT027,2025-01-28,618,0.56
REG03,BAT034,2025-01-30,328,0.76
REG04,BAT014,2025-01-12,666,0.75
REG03,BAT027,2025-01-22,2851,0.75
REG01,BAT016,2025-01-04,1602,0.33
REG01,BAT014,2025-01-22,116,0.38
REG02,BAT023,2025-01-15,1323,0.37
REG04,BAT001,2025-01-11,2599,0.48
REG03,BAT010,2025-01-25,2244,0.69
REG02,BAT009,2025-01-25,1205,0.66
REG02,BAT033,2025-01-06,623,0.12
REG01,BAT036,2025-01-15,2327,0.12
REG01,BAT008,2025-01-06,2372,0.82
REG03,BAT032,2025-01-05,2722,0.79
REG02,BAT023,2025-01-01,1194,0.3
REG05,BAT020,2025-01-25,621,0.18
REG03,BAT010,2025-01-17,125,0.1
REG02,BAT009,2025-01-25,1288,0.28
REG01,BAT026,2025-01-15,1063,0.39
REG05,BAT003,2025-01-25,2170,0.3
REG02,BAT027,"Jan 13, 2025",1459,0.53
REG02,BAT040,2025-01-14,2309,0.76
REG02,BAT016,2025-01-23,2035,0.76
REG04,BAT028,2025-01-04,513,0.32
REG04,BAT037,2025-01-29,2024,0.56
REG03,BAT019,2025-01-23,537,0.32
REG03,BAT038,2025-01-09,2198,0.69
REG01,BAT020,2025-01-22,1468,0.77
REG03,BAT015,2025-01-17,972,0.85
REG04,BAT019,2025-01-25,1085,0.52
REG04,BAT001,2025-01-19,1525,0.58
REG03,BAT026,2025-01-30,1939,0.89
REG01,BAT026,2025-01-06,2465,
REG02,BAT014,2025-01-10,2445,0.24
REG03,BAT011,2025-01-20,2770,0.68
REG01,BAT033,2025-01-01,712,0.83
REG02,BAT008,2025-01-12,2490,0.59
REG05,BAT031,2025-01-24,226,0.78
REG01,BAT015,2025-01-24,2452,0.6
REG04,BAT002,2025-01-04,1660,0.41
REG03,BAT004,2025-01-05,2055,0.3
REG02,BAT029,2025-01-10,1000,0.1
REG03,BAT030,2025-01-09,922,0.54
REG05,BAT016,2025-01-26,2512,0.15
REG04,BAT014,2025-01-15,2086,0.45
REG05,BAT011,2025-01-17,659,0.23
REG05,BAT037,2025-01-21,380,0.73
REG03,BAT020,2025-01-30,1219,0.15
REG01,BAT016,2025-01-19,1593,0.79
REG02,BAT032,2025-01-26,2291,0.61
REG02,BAT007,2025-01-02,931,0.1
REG05,BAT006,2025-01-13,968,0.27
REG05,BAT025,2025-01-25,358,0.29
REG03,BAT002,2025-01-14,1785,1.47
REG04,BAT021,2025-01-13,2980,0.28
REG01,BAT033,2025-01-08,622,0.6
REG03,BAT018,2025-01-04,2834,0.33
REG01,BAT012,2025-01-28,2735,0.12
REG03,BAT003,2025-01-28,1238,0.68
REG04,BAT007,2025-01-28,2139,0.83
REG01,BAT026,2025-01-10,1180,0.11
REG05,BAT019,2025-01-26,1558,0.37
REG05,BAT011,2025-01-18,1398,0.59
REG03,BAT014,2025-01-26,2602,0.63
REG02,BAT021,2025-01-01,715,0.8
REG04,BAT021,2025-01-14,2710,0.11
REG01,BAT034,2025-01-06,2878,0.26
REG02,BAT013,2025-01-11,2017,0.2
REG04,BAT017,2025-01-29,2457,0.64
REG02,BAT034,2025-01-05,1577,0.69
REG05,BAT033,2025-01-29,1216,0.41
REG03,BAT028,2025-01-08,778,0.15
REG04,BAT031,2025-01-26,1509,0.34
REG01,BAT021,2025-01-23,2246,0.6
REG04,BAT013,2025-01-09,2551,0.87
REG05,BAT026,2025-01-10,980,0.12
REG05,BAT013,2025-01-25,2018,0.16
REG03,BAT020,2025-01-17,541,0.26
REG01,BAT030,2025-01-23,1808,0.66
REG05,BAT039,2025-01-17,820,0.9
REG05,BAT006,2025-01-06,1147,0.62
REG04,BAT030,2025-01-18,2812,0.18
REG05,BAT003,2025-01-27,1806,0.45
REG05,BAT025,2025-01-25,2630,0.88
REG05,BAT026,2025-01-08,,0.45
REG04,BAT024,2025-01-12,1589,0.58
REG02,BAT021,2025-01-26,2975,0.9
REG04,BAT022,2025-01-09,112,0.14
REG03,BAT023,2025-01-10,2905,0.16
REG04,BAT025,2025-01-29,585,0.61
REG02,BAT029,2025-01-25,1402,0.11
REG05,BAT002,2025-01-04,1648,0.24
REG04,BAT014,2025-01-08,501,0.57
REG04,BAT008,2025-01-10,2277,0.37
REG04,BAT010,2025-01-10,1510,0.78
REG04,BAT026,2025-01-07,821,0.31
REG04,BAT035,2025-01-22,2182,0.33
REG05,BAT028,2025-01-26,763,0.57
REG01,BAT020,2025-01-15,273,0.44
REG03,BAT035,2025-01-08,2047,0.58
REG04,BAT024,2025-01-22,1466,0.59
REG01,BAT002,2025-01-09,987,0.64
REG05,BAT027,2025-01-26,1519,0.61
REG04,BAT028,2025-01-06,965,0.29
REG01,BAT039,2025-01-19,121,0.75
REG02,BAT004,2025-01-03,221,0.29
REG03,BAT010,2025-01-28,1625,0.84
REG05,BAT039,2025-01-02,2509,0.22
REG05,BAT021,2025-01-24,674,0.88
REG04,BAT037,2025-01-08,996,0.77
REG02,BAT011,2025-01-16,2630,0.54
REG04,BAT011,2025-01-09,454,0.42
REG03,BAT003,2025-01-01,1825,0.12
REG02,BAT011,2025-01-18,1387,0.51
REG01,BAT038,2025-01-03,2738,0.6
REG03,BAT007,2025-01-08,2888,0.29
REG02,BAT033,2025-01-27,418,0.44
REG04,BAT011,2025-01-02,1259,0.4
REG01,BAT027,2025-01-04,618,0.4
REG05,BAT018,2025-01-14,2835,0.12
REG04,BAT029,2025-01-22,462,0.11
REG05,BAT035,2025-01-13,663,0.89
REG03,BAT024,2025-01-10,1168,0.78
REG03,BAT006,2025-01-02,804,0.49
REG04,BAT017,2025-01-21,1256,0.2
REG04,BAT037,2025-01-15,1142,0.76
REG03,BAT017,2025-01-21,2309,0.23
REG02,BAT014,2025-01-07,1317,0.82
REG01,BAT020,2025-01-05,1968,0.55
REG01,BAT034,2025-01-23,2376,0.51
REG04,BAT008,2025-01-29,1258,0.5
